0.100000 0.100000 0.200000 0.400000 0
10225017701 Nguyen Van An 10.000000 10.000000 10.000000 10.000000 10.000000 10.000000
10225017702 Tran Thi Binh -1.000000 -1.000000 -1.000000 -1.000000 -1.000000 -1.000000
10225017703 Le Van Cuong -1.000000 -1.000000 -1.000000 -1.000000 -1.000000 -1.000000
10225017704 Pham Thi Dung -1.000000 -1.000000 -1.000000 -1.000000 -1.000000 -1.000000
10225017705 Hoang Van Em -1.000000 -1.000000 -1.000000 -1.000000 -1.000000 -1.000000
10225017706 Nguyen Thi Hoa -1.000000 -1.000000 -1.000000 -1.000000 -1.000000 -1.000000
10225017707 Tran Van Hung -1.000000 -1.000000 -1.000000 -1.000000 -1.000000 -1.000000
10225017708 Le Thi Lan -1.000000 -1.000000 -1.000000 -1.000000 -1.000000 -1.000000
10225017709 Pham Van Minh -1.000000 -1.000000 -1.000000 -1.000000 -1.000000 -1.000000
10225017710 Hoang Thi Ngoc -1.000000 -1.000000 -1.000000 -1.000000 -1.000000 -1.000000
10225017711 Nguyen Van Nam -1.000000 -1.000000 -1.000000 -1.000000 -1.000000 -1.000000
10225017712 Tran Thi Oanh -1.000000 -1.000000 -1.000000 -1.000000 -1.000000 -1.000000
10225017713 Le Van Phuc -1.000000 -1.000000 -1.000000 -1.000000 -1.000000 -1.000000
10225017714 Pham Thi Quynh -1.000000 -1.000000 -1.000000 -1.000000 -1.000000 -1.000000
10225017715 Hoang Van Son -1.000000 -1.000000 -1.000000 -1.000000 -1.000000 -1.000000
10225017716 Nguyen Thi Trang -1.000000 -1.000000 -1.000000 -1.000000 -1.000000 -1.000000
10225017717 Tran Van Tuan -1.000000 -1.000000 -1.000000 -1.000000 -1.000000 -1.000000
10225017718 Le Thi Uyen -1.000000 -1.000000 -1.000000 -1.000000 -1.000000 -1.000000
10225017719 Pham Van Vinh -1.000000 -1.000000 -1.000000 -1.000000 -1.000000 -1.000000
10225017720 Hoang Thi Xuan -1.000000 -1.000000 -1.000000 -1.000000 -1.000000 -1.000000
10225017721 Nguyen Van Yen -1.000000 -1.000000 -1.000000 -1.000000 -1.000000 -1.000000
10225017722 Tran Thi Anh -1.000000 -1.000000 -1.000000 -1.000000 -1.000000 -1.000000
10225017723 Le Van Bao -1.000000 -1.000000 -1.000000 -1.000000 -1.000000 -1.000000
10225017724 Pham Thi Chi -1.000000 -1.000000 -1.000000 -1.000000 -1.000000 -1.000000
10225017725 Hoang Van Duy -1.000000 -1.000000 -1.000000 -1.000000 -1.000000 -1.000000
10225017726 Nguyen Thi Giang -1.000000 -1.000000 -1.000000 -1.000000 -1.000000 -1.000000
10225017727 Tran Van Hai -1.000000 -1.000000 -1.000000 -1.000000 -1.000000 -1.000000
10225017728 Le Thi Khoa -1.000000 -1.000000 -1.000000 -1.000000 -1.000000 -1.000000
10225017729 Pham Van Long -1.000000 -1.000000 -1.000000 -1.000000 -1.000000 -1.000000
10225017730 Hoang Thi Mai -1.000000 -1.000000 -1.000000 -1.000000 -1.000000 -1.000000
10225017731 Nguyen Van Nghia -1.000000 -1.000000 -1.000000 -1.000000 -1.000000 -1.000000
10225017732 Tran Thi Phuong -1.000000 -1.000000 -1.000000 -1.000000 -1.000000 -1.000000
10225017733 Le Van Quang -1.000000 -1.000000 -1.000000 -1.000000 -1.000000 -1.000000
10225017734 Pham Thi Hanh -1.000000 -1.000000 -1.000000 -1.000000 -1.000000 -1.000000
10225017735 Hoang Van Khanh -1.000000 -1.000000 -1.000000 -1.000000 -1.000000 -1.000000
10225017736 Nguyen Thi Linh -1.000000 -1.000000 -1.000000 -1.000000 -1.000000 -1.000000
10225017737 Tran Van Duc -1.000000 -1.000000 -1.000000 -1.000000 -1.000000 -1.000000
10225017738 Le Thi Nhung -1.000000 -1.000000 -1.000000 -1.000000 -1.000000 -1.000000
10225017739 Pham Van Tai -1.000000 -1.000000 -1.000000 -1.000000 -1.000000 -1.000000
10225017740 Hoang Thi Yen -1.000000 -1.000000 -1.000000 -1.000000 -1.000000 -1.000000
